min_temp,max_temp,rainfall,evaporation,sunshine,wind_gust_dir,wind_gust_speed,temp_9am,humidity_9am,cloud_9am,wind_dir_9am,wind_speed_9am,pressure_9am,temp_3pm,humidity_3pm,cloud_3pm,wind_dir_3pm,wind_speed_3pm,pressure_3pm,date,location
14.5,31.5,0,-1,-1,ESE,41,19.7,66,-1,S,6,1012.3,30.0,39,-1,NNW,13,1008.9,2024-01-29,Canberra
12.9,28.6,0,-1,-1,NE,30,21.4,58,8,SE,11,1014.5,27.5,57,4,NNE,15,1011.5,2024-01-30,Canberra
18.2,26.2,0.4,-1,-1,E,48,21.2,80,8,NE,13,1012.7,25.1,63,5,NE,19,1011.4,2024-01-31,Canberra
13.7,27.3,0,-1,-1,ENE,28,16.7,80,-1,ENE,7,1022.1,24.1,53,-1,SE,7,1017.7,2024-01-01,Tuggeranong
16.7,28.0,0.4,-1,-1,W,30,19.4,89,-1,S,7,1017.9,27.0,51,-1,NNW,9,1014.8,2024-01-02,Tuggeranong
17.3,29.6,13.6,-1,-1,SSW,35,21.4,82,-1,Calm,-1,1015.9,28.4,53,-1,NNW,13,1012.5,2024-01-03,Tuggeranong
17.3,23.2,5.4,-1,-1,SSE,24,20.8,87,-1,Calm,-1,1015.7,21.2,86,-1,NNE,2,1016.0,2024-01-04,Tuggeranong
15.8,24.2,4.4,-1,-1,E,35,19.2,68,-1,ESE,9,1020.9,23.4,58,-1,NNE,13,1018.9,2024-01-05,Tuggeranong
14.9,25.7,0,-1,-1,ENE,28,16.2,64,-1,SSE,6,1021.8,24.1,41,-1,NE,13,1017.5,2024-01-06,Tuggeranong
15.3,27.8,0,-1,-1,NNE,28,18.5,67,-1,E,6,1017.4,26.9,50,-1,NW,11,1012.4,2024-01-07,Tuggeranong
18.3,25.3,9.6,-1,-1,NNW,43,20.4,100,-1,N,13,1008.8,20.5,99,-1,NNE,9,1006.9,2024-01-08,Tuggeranong
16.4,27.2,7.6,-1,-1,SSW,31,19.0,72,-1,SE,11,1012.7,26.0,54,-1,WNW,11,1010.1,2024-01-09,Tuggeranong
17.0,30.9,6.8,-1,-1,W,33,18.9,84,-1,ENE,7,1013.9,30.2,38,-1,WNW,13,1011.4,2024-01-10,Tuggeranong
17.3,29.0,0,-1,-1,NE,33,24.3,68,-1,Calm,-1,1018.2,27.6,56,-1,ENE,17,1017.6,2024-01-11,Tuggeranong
19.5,30.1,0,-1,-1,ENE,30,22.8,66,-1,NE,7,1020.7,28.5,42,-1,ENE,13,1016.9,2024-01-12,Tuggeranong
16.7,32.3,0,-1,-1,NNE,43,22.8,78,-1,WSW,6,1015.9,29.1,49,-1,ENE,15,1011.7,2024-01-13,Tuggeranong
14.8,23.2,60.4,-1,-1,ESE,35,19.3,71,-1,S,15,1018.4,21.1,67,-1,E,17,1018.0,2024-01-14,Tuggeranong
13.5,20.5,18.6,-1,-1,E,30,15.4,80,-1,SE,11,1022.3,19.4,64,-1,ENE,19,1020.2,2024-01-15,Tuggeranong
14.1,21.2,1.0,-1,-1,ENE,24,16.8,76,-1,SE,4,1017.6,20.4,70,-1,NW,2,1012.5,2024-01-16,Tuggeranong
15.3,21.9,0,-1,-1,N,28,19.1,89,-1,Calm,-1,1008.0,19.8,100,-1,NW,11,1003.4,2024-01-17,Tuggeranong
16.4,24.3,16.8,-1,-1,NNW,39,20.2,59,-1,NW,17,1001.9,23.5,36,-1,WNW,20,1001.0,2024-01-18,Tuggeranong
10.7,27.0,0,-1,-1,NNE,43,18.5,52,-1,NW,11,1006.4,26.4,35,-1,N,15,1004.9,2024-01-19,Tuggeranong
16.5,27.1,0,-1,-1,WNW,24,18.6,76,-1,WSW,7,1010.7,26.8,47,-1,WNW,13,1006.9,2024-01-20,Tuggeranong
12.3,32.7,0,-1,-1,WNW,54,20.0,69,-1,NW,2,1006.5,30.7,32,-1,WNW,13,1001.8,2024-01-21,Tuggeranong
12.7,25.8,0,-1,-1,ESE,37,15.7,65,-1,S,19,1011.1,25.1,43,-1,NNE,7,1009.6,2024-01-22,Tuggeranong
14.8,25.9,0,-1,-1,NE,26,16.6,87,-1,NW,6,1014.8,23.3,50,-1,NE,13,1011.7,2024-01-23,Tuggeranong
13.4,29.0,0.2,-1,-1,WNW,31,19.3,78,-1,NNE,6,1011.4,25.7,49,-1,NNW,9,1008.9,2024-01-24,Tuggeranong
18.8,29.6,0,-1,-1,SW,20,22.6,69,-1,NNE,7,1009.7,29.1,48,-1,N,11,1007.4,2024-01-25,Tuggeranong
20.5,27.6,0.6,-1,-1,NW,43,25.1,62,-1,WNW,19,1001.7,26.5,44,-1,WNW,19,1001.8,2024-01-26,Tuggeranong
12.8,27.9,0,-1,-1,NNE,31,17.7,74,-1,Calm,-1,1006.3,25.6,39,-1,NNW,13,1002.2,2024-01-27,Tuggeranong
8.5,27.8,0,-1,-1,NE,31,16.8,71,-1,SW,2,1009.9,26.9,33,-1,SW,7,1008.5,2024-01-28,Tuggeranong
15.4,32.0,0,-1,-1,N,30,19.8,68,-1,NW,6,1011.7,31.1,29,-1,NW,13,1008.0,2024-01-29,Tuggeranong
14.2,29.2,0,-1,-1,ENE,28,21.9,58,-1,SSW,9,1014.1,27.6,53,-1,N,13,1010.9,2024-01-30,Tuggeranong
19.4,26.6,0,-1,-1,NE,37,22.1,75,-1,ENE,7,1011.9,25.2,62,-1,ENE,19,1010.7,2024-01-31,Tuggeranong
6.5,18.9,0,-1,-1,ENE,33,8.7,99,-1,ENE,9,-1,17.9,62,-1,NW,9,-1,2024-01-01,Mount Ginini
8.7,21.3,0,-1,-1,E,44,15.3,77,-1,NNW,7,-1,19.0,66,-1,WNW,9,-1,2024-01-02,Mount Ginini
10.4,20.8,46.6,-1,-1,NNW,41,15.3,80,-1,W,13,-1,19.4,79,-1,WNW,11,-1,2024-01-03,Mount Ginini
12.0,17.5,4.0,-1,-1,ESE,41,16.7,92,-1,W,9,-1,13.4,99,-1,ESE,4,-1,2024-01-04,Mount Ginini
9.1,16.1,42.0,-1,-1,ESE,39,9.5,99,-1,ESE,11,-1,14.4,84,-1,E,9,-1,2024-01-05,Mount Ginini
5.3,17.5,0,-1,-1,ESE,30,15.1,68,-1,ENE,4,-1,16.4,71,-1,NE,6,-1,2024-01-06,Mount Ginini
7.1,19.0,0,-1,-1,NNW,41,15.0,54,-1,NNW,9,-1,15.4,88,-1,N,9,-1,2024-01-07,Mount Ginini
12.4,15.0,42.0,-1,-1,NNW,67,13.4,99,-1,NW,24,-1,14.5,99,-1,WSW,13,-1,2024-01-08,Mount Ginini
10.0,17.5,13.0,-1,-1,NW,26,10.9,99,-1,E,2,-1,15.8,88,-1,NW,11,-1,2024-01-09,Mount Ginini
10.8,21.6,10.4,-1,-1,W,43,14.1,99,-1,WNW,13,-1,19.7,66,-1,WNW,11,-1,2024-01-10,Mount Ginini
13.2,22.3,0,-1,-1,NNE,30,18.4,67,-1,NNE,7,-1,20.3,68,-1,NE,13,-1,2024-01-11,Mount Ginini
10.8,21.4,0,-1,-1,ENE,35,14.3,88,-1,NE,13,-1,20.2,65,-1,NNE,7,-1,2024-01-12,Mount Ginini
13.8,22.9,0,-1,-1,E,41,18.1,72,-1,WSW,9,-1,15.9,90,-1,ENE,11,-1,2024-01-13,Mount Ginini
9.1,14.3,33.0,-1,-1,ESE,41,9.8,99,-1,ESE,15,-1,12.8,95,-1,ENE,13,-1,2024-01-14,Mount Ginini
6.7,10.4,12.8,-1,-1,E,54,7.8,99,-1,E,20,-1,9.6,99,-1,E,17,-1,2024-01-15,Mount Ginini
5.1,13.5,4.4,-1,-1,E,43,9.7,99,-1,ENE,17,-1,11.7,99,-1,NNW,6,-1,2024-01-16,Mount Ginini
9.4,14.0,0,-1,-1,NW,54,12.8,99,-1,NNW,20,-1,13.2,100,-1,NW,26,-1,2024-01-17,Mount Ginini
7.8,14.8,28.6,-1,-1,W,61,8.9,95,-1,WNW,22,-1,13.7,45,-1,WNW,19,-1,2024-01-18,Mount Ginini
3.6,20.0,0,-1,-1,WSW,52,8.2,71,-1,WSW,22,-1,19.1,33,-1,WSW,17,-1,2024-01-19,Mount Ginini
6.8,18.5,0,-1,-1,N,35,14.2,70,-1,NNW,11,-1,17.9,63,-1,NW,13,-1,2024-01-20,Mount Ginini
12.0,22.9,0,-1,-1,WNW,65,15.9,48,-1,WNW,20,-1,21.6,49,-1,WNW,30,-1,2024-01-21,Mount Ginini
9.1,18.7,0,-1,-1,NE,26,12.9,80,-1,NE,6,-1,15.9,61,-1,E,6,-1,2024-01-22,Mount Ginini
7.8,19.7,0,-1,-1,ENE,28,8.9,99,-1,NE,9,-1,18.1,68,-1,WNW,9,-1,2024-01-23,Mount Ginini
8.8,22.3,0,-1,-1,W,65,14.2,79,-1,W,26,-1,17.2,65,-1,W,28,-1,2024-01-24,Mount Ginini
14.1,21.1,0,-1,-1,W,56,17.4,72,-1,W,19,-1,20.6,71,-1,WNW,17,-1,2024-01-25,Mount Ginini
13.8,17.7,7.6,-1,-1,NW,61,14.0,99,-1,W,24,-1,16.4,64,-1,W,19,-1,2024-01-26,Mount Ginini
7.1,18.8,0,-1,-1,WSW,37,10.7,74,-1,NW,9,-1,18.7,52,-1,WNW,11,-1,2024-01-27,Mount Ginini
7.6,19.4,0,-1,-1,NE,24,12.4,57,-1,WSW,6,-1,18.2,55,-1,N,7,-1,2024-01-28,Mount Ginini
9.2,23.8,0,-1,-1,W,39,15.5,79,-1,WNW,15,-1,23.0,44,-1,WNW,9,-1,2024-01-29,Mount Ginini
10.2,22.4,0,-1,-1,E,33,13.2,92,-1,ENE,13,-1,21.5,69,-1,NNW,9,-1,2024-01-30,Mount Ginini
13.2,22.0,0,-1,-1,NW,35,15.1,97,-1,NNW,6,-1,21.6,77,-1,NNW,11,-1,2024-01-31,Mount Ginini
16.0,31.5,0,-1,-1,W,39,17.2,85,8,NNW,11,1013.4,30.8,36,-1,WNW,17,1008.1,2024-02-01,Canberra
11.4,31.1,0,-1,-1,E,41,19.4,62,-1,WSW,6,1008.8,30.1,29,-1,NNW,13,1005.7,2024-02-02,Canberra
14.0,30.9,0,-1,-1,N,33,19.4,77,7,E,7,1012.7,29.4,35,-1,NNW,9,1008.8,2024-02-03,Canberra
14.5,32.9,0,-1,-1,NNW,50,21.2,74,6,SE,9,1009.6,31.8,31,7,NW,20,1006.5,2024-02-04,Canberra
19.4,22.5,2.0,-1,-1,NNW,41,20.8,94,8,Calm,-1,1009.5,21.5,89,8,NNW,13,1009.4,2024-02-05,Canberra
18.2,26.7,30.6,-1,-1,E,31,20.0,99,8,ENE,9,1010.7,23.3,69,8,ENE,20,1011.0,2024-02-06,Canberra
9.2,23.6,0.2,-1,-1,E,39,14.9,53,-1,SSE,17,1021.2,22.6,51,3,E,19,1019.9,2024-02-07,Canberra
14.4,23.2,0,-1,-1,E,37,16.8,64,7,ESE,17,1025.1,21.7,47,4,NE,19,1023.1,2024-02-08,Canberra
8.3,28.8,0,-1,-1,ENE,37,15.0,76,-1,ESE,11,1023.0,27.9,32,-1,NE,13,1018.8,2024-02-09,Canberra
14.6,23.5,0.2,-1,-1,E,41,17.7,64,2,SE,20,1025.3,21.2,57,8,E,20,1023.9,2024-02-10,Canberra
13.9,27.0,0.8,-1,-1,ENE,28,16.1,71,6,ENE,13,1023.9,24.0,47,-1,N,13,1019.5,2024-02-11,Canberra
11.2,30.5,0,-1,-1,NNW,33,17.9,80,-1,Calm,-1,1020.3,29.5,45,5,NW,15,1016.4,2024-02-12,Canberra
14.3,31.1,0,-1,-1,W,57,22.4,74,-1,N,7,1016.6,29.3,44,7,NW,31,1011.2,2024-02-13,Canberra
17.5,26.8,10.0,-1,-1,NNW,41,19.7,87,8,NNW,15,1011.2,26.6,49,-1,NNW,28,1012.2,2024-02-14,Canberra
13.9,21.2,0.2,-1,-1,E,31,15.3,75,8,E,9,1020.4,19.9,71,8,ENE,13,1019.8,2024-02-15,Canberra
15.2,27.3,0,-1,-1,NE,28,17.9,87,8,S,7,1022.1,24.3,64,8,NNW,9,1019.3,2024-02-16,Canberra
15.2,31.0,0,-1,-1,NNE,50,21.7,81,-1,Calm,-1,1021.9,29.5,49,1,NW,17,1017.9,2024-02-17,Canberra
16.1,31.6,15.2,-1,-1,NE,59,20.8,80,8,SE,7,1019.7,26.9,55,1,NNW,9,1015.3,2024-02-18,Canberra
14.0,27.7,0.8,-1,-1,E,41,19.1,74,1,SSE,7,1018.7,27.0,54,1,NNE,11,1016.7,2024-02-19,Canberra
15.3,26.6,0,-1,-1,E,41,19.0,75,8,SE,7,1019.3,24.6,53,8,ENE,20,1016.2,2024-02-20,Canberra
12.8,24.7,0,-1,-1,E,39,18.0,85,8,NNE,6,1017.8,23.3,71,7,N,13,1015.1,2024-02-21,Canberra
15.1,31.1,3.0,-1,-1,NNW,37,19.5,79,-1,ESE,7,1015.0,29.5,44,-1,NNW,26,1010.0,2024-02-22,Canberra
14.1,29.2,0,-1,-1,NW,39,21.2,76,8,S,6,1008.5,26.4,64,6,NNW,22,1005.9,2024-02-23,Canberra
13.9,24.0,3.0,-1,-1,E,39,18.1,71,7,SE,11,1015.7,23.2,55,4,NNE,11,1015.4,2024-02-24,Canberra
7.7,29.3,0,-1,-1,NW,33,14.5,83,-1,SSW,6,1018.3,26.8,42,-1,NNW,17,1012.9,2024-02-25,Canberra
12.0,29.6,0,-1,-1,ENE,44,15.3,81,7,N,7,1015.0,28.4,35,-1,NNW,11,1013.5,2024-02-26,Canberra
15.0,25.2,0,-1,-1,NE,33,17.4,80,8,ENE,11,1018.6,23.2,63,7,E,19,1016.1,2024-02-27,Canberra
17.2,32.8,0,-1,-1,NNW,31,19.6,78,8,ESE,7,1018.2,31.6,45,-1,NNW,17,1014.3,2024-02-28,Canberra
17.1,32.9,0,-1,-1,NNW,39,25.5,63,-1,NNW,20,1014.0,31.1,37,8,W,13,1013.2,2024-02-29,Canberra
16.8,32.0,0,-1,-1,WNW,33,17.8,80,-1,NW,7,1012.7,30.4,40,-1,NNW,13,1007.4,2024-02-01,Tuggeranong
11.5,31.2,0,-1,-1,SSE,26,19.4,71,-1,NNE,2,1008.4,30.2,28,-1,E,11,1005.1,2024-02-02,Tuggeranong
14.1,32.0,0,-1,-1,NNE,31,17.4,72,-1,Calm,-1,1012.6,29.6,42,-1,NNW,13,1008.1,2024-02-03,Tuggeranong
14.1,33.4,0,-1,-1,N,28,19.5,73,-1,Calm,-1,1009.3,31.9,25,-1,NW,15,1005.8,2024-02-04,Tuggeranong
19.5,22.4,0.4,-1,-1,N,26,20.5,94,-1,ENE,6,1009.3,21.6,92,-1,N,9,1008.0,2024-02-05,Tuggeranong
18.4,25.9,12.8,-1,-1,S,37,19.9,100,-1,E,2,1010.3,24.3,61,-1,SSW,20,1010.5,2024-02-06,Tuggeranong
10.6,24.4,0,-1,-1,S,35,14.5,56,-1,S,15,1021.0,23.1,44,-1,ENE,13,1019.2,2024-02-07,Tuggeranong
14.5,23.3,0,-1,-1,E,30,16.6,58,-1,SE,17,1024.9,22.0,45,-1,ESE,20,1022.6,2024-02-08,Tuggeranong
8.4,29.1,0,-1,-1,ENE,30,14.5,81,-1,WNW,6,1022.5,28.4,34,-1,ENE,9,1018.2,2024-02-09,Tuggeranong
14.5,23.4,0,-1,-1,ESE,35,17.5,64,-1,S,13,1025.1,21.7,54,-1,ESE,19,1023.6,2024-02-10,Tuggeranong
14.0,26.9,0.2,-1,-1,ENE,24,17.0,68,-1,NE,7,1023.6,25.0,42,-1,WNW,11,1019.0,2024-02-11,Tuggeranong
11.5,31.4,0,-1,-1,N,28,19.2,76,-1,Calm,-1,1019.7,29.0,39,-1,N,15,1015.6,2024-02-12,Tuggeranong
13.7,31.8,0,-1,-1,WNW,39,21.8,71,-1,W,2,1016.1,29.0,43,-1,NNW,22,1010.4,2024-02-13,Tuggeranong
18.1,27.4,9.8,-1,-1,NE,37,20.0,79,-1,N,9,1010.5,27.0,41,-1,NNW,15,1011.4,2024-02-14,Tuggeranong
14.4,21.6,0,-1,-1,NE,31,15.5,71,-1,SE,2,1020.1,19.3,70,-1,NE,11,1019.4,2024-02-15,Tuggeranong
15.4,27.3,0,-1,-1,NNE,26,17.3,93,-1,Calm,-1,1021.8,24.5,64,-1,NNE,7,1018.8,2024-02-16,Tuggeranong
16.8,32.4,0,-1,-1,ENE,37,21.6,79,-1,WNW,2,1021.6,31.0,31,-1,NNW,15,1017.2,2024-02-17,Tuggeranong
16.0,32.2,0.8,-1,-1,E,63,21.1,80,-1,WNW,2,1019.3,29.5,44,-1,NE,13,1014.7,2024-02-18,Tuggeranong
13.0,28.2,1.0,-1,-1,NE,35,18.6,75,-1,WNW,2,1018.5,27.0,50,-1,NNE,9,1016.1,2024-02-19,Tuggeranong
17.5,27.3,0,-1,-1,NE,33,19.4,72,-1,SSE,7,1019.1,25.7,50,-1,N,13,1015.9,2024-02-20,Tuggeranong
12.7,25.7,0,-1,-1,E,28,17.7,84,-1,Calm,-1,1017.6,24.4,57,-1,E,9,1014.5,2024-02-21,Tuggeranong
14.5,32.1,0,-1,-1,N,31,19.9,78,-1,SSW,2,1014.5,30.6,31,-1,W,19,1009.4,2024-02-22,Tuggeranong
14.5,30.1,0,-1,-1,WNW,31,21.5,67,-1,NE,6,1007.9,27.3,56,-1,N,17,1005.1,2024-02-23,Tuggeranong
14.3,26.2,4.8,-1,-1,NNE,33,18.6,65,-1,SSE,2,1015.5,24.0,45,-1,NNE,11,1014.6,2024-02-24,Tuggeranong
10.8,30.3,0,-1,-1,NNW,30,16.1,71,-1,E,7,1017.7,28.3,36,-1,NNE,13,1012.0,2024-02-25,Tuggeranong
13.4,30.4,0,-1,-1,ENE,43,16.3,85,-1,SW,2,1014.5,29.8,29,-1,N,9,1012.7,2024-02-26,Tuggeranong
16.0,25.5,0,-1,-1,NE,26,17.5,76,-1,NE,6,1018.2,22.8,62,-1,ENE,15,1015.7,2024-02-27,Tuggeranong
17.5,33.6,0,-1,-1,NNE,30,19.1,84,-1,S,6,1017.8,31.7,40,-1,NNW,11,1013.7,2024-02-28,Tuggeranong
18.6,33.2,0,-1,-1,W,33,25.9,62,-1,NNW,11,1013.4,30.2,40,-1,NNW,9,1012.7,2024-02-29,Tuggeranong
10.3,22.6,0,-1,-1,WSW,39,13.2,95,-1,W,19,-1,21.8,59,-1,W,13,-1,2024-02-01,Mount Ginini
11.5,23.1,0,-1,-1,SW,43,14.8,31,-1,SW,17,-1,22.4,32,-1,SW,11,-1,2024-02-02,Mount Ginini
12.2,24.1,0,-1,-1,NW,31,16.4,44,-1,WNW,7,-1,22.9,52,-1,WNW,9,-1,2024-02-03,Mount Ginini
14.9,24.7,0,-1,-1,WNW,44,18.4,53,-1,NW,17,-1,22.2,38,-1,WNW,15,-1,2024-02-04,Mount Ginini
12.4,15.1,0,-1,-1,W,56,12.7,97,-1,WNW,19,-1,14.2,90,-1,WSW,22,-1,2024-02-05,Mount Ginini
12.3,20.3,28.6,-1,-1,NW,35,13.6,99,-1,WSW,11,-1,19.6,61,-1,W,9,-1,2024-02-06,Mount Ginini
5.6,16.7,0,-1,-1,ESE,28,10.5,31,-1,ESE,6,-1,14.5,64,-1,E,7,-1,2024-02-07,Mount Ginini
5.1,16.0,0,-1,-1,E,39,6.8,99,-1,ESE,13,-1,16.0,64,-1,E,9,-1,2024-02-08,Mount Ginini
6.4,20.6,0,-1,-1,S,28,14.2,66,-1,SSE,11,-1,20.0,53,-1,ENE,4,-1,2024-02-09,Mount Ginini
6.4,16.6,0,-1,-1,E,41,8.8,85,-1,ESE,17,-1,14.8,64,-1,E,17,-1,2024-02-10,Mount Ginini
6.7,20.1,0,-1,-1,E,41,9.3,99,-1,ENE,4,-1,18.4,66,-1,NNW,6,-1,2024-02-11,Mount Ginini
9.3,22.1,0,-1,-1,W,28,14.0,83,-1,WNW,11,-1,21.0,59,-1,W,7,-1,2024-02-12,Mount Ginini
12.7,22.1,0,-1,-1,NNW,63,15.4,87,-1,WNW,15,-1,18.3,71,-1,NW,22,-1,2024-02-13,Mount Ginini
10.5,17.9,21.4,-1,-1,WSW,65,10.7,99,-1,W,17,-1,17.3,63,-1,W,17,-1,2024-02-14,Mount Ginini
6.8,17.2,0,-1,-1,WNW,28,8.8,99,-1,N,13,-1,15.6,78,-1,NW,11,-1,2024-02-15,Mount Ginini
8.8,20.5,0,-1,-1,NNE,31,11.8,99,-1,NNE,11,-1,18.9,76,-1,WNW,9,-1,2024-02-16,Mount Ginini
11.6,22.2,0,-1,-1,WSW,33,14.1,99,-1,NW,11,-1,19.6,63,-1,W,15,-1,2024-02-17,Mount Ginini
13.3,23.0,0,-1,-1,WSW,41,15.3,89,-1,WNW,13,-1,22.3,38,-1,NW,15,-1,2024-02-18,Mount Ginini
11.4,20.1,0,-1,-1,ENE,30,16.7,71,-1,NNE,4,-1,18.6,66,-1,NNE,11,-1,2024-02-19,Mount Ginini
9.0,18.2,1.8,-1,-1,E,39,10.6,99,-1,NE,9,-1,17.7,70,-1,NNE,9,-1,2024-02-20,Mount Ginini
8.5,17.8,8.6,-1,-1,E,41,10.5,99,-1,E,17,-1,16.7,72,-1,E,9,-1,2024-02-21,Mount Ginini
10.5,21.6,0,-1,-1,NW,37,13.8,92,-1,W,9,-1,20.5,58,-1,W,11,-1,2024-02-22,Mount Ginini
13.7,20.2,0.2,-1,-1,NW,54,16.4,77,-1,NW,19,-1,19.1,64,-1,W,20,-1,2024-02-23,Mount Ginini
6.6,17.2,5.6,-1,-1,ENE,24,10.3,79,-1,E,4,-1,15.2,69,-1,N,6,-1,2024-02-24,Mount Ginini
7.0,20.9,0,-1,-1,SW,31,12.8,67,-1,WSW,19,-1,19.9,51,-1,WSW,13,-1,2024-02-25,Mount Ginini
12.8,23.0,0,-1,-1,SW,41,13.9,58,-1,SW,13,-1,22.4,23,-1,WSW,9,-1,2024-02-26,Mount Ginini
8.8,20.0,0,-1,-1,NW,31,9.4,99,-1,NE,11,-1,18.4,74,-1,WNW,11,-1,2024-02-27,Mount Ginini
9.4,24.3,0,-1,-1,NW,31,17.1,75,-1,NNW,15,-1,22.7,57,-1,NW,11,-1,2024-02-28,Mount Ginini
15.9,22.8,0,-1,-1,WNW,52,16.4,85,-1,WNW,17,-1,21.3,53,-1,W,20,-1,2024-02-29,Mount Ginini
16.2,33.2,0,-1,-1,WSW,48,25.3,63,-1,NW,22,1015.4,31.7,35,4,W,28,1012.6,2024-03-01,Canberra
16.2,29.7,0,-1,-1,E,46,19.6,84,7,Calm,-1,1012.9,28.0,30,-1,N,20,1012.0,2024-03-02,Canberra
11.4,29.2,0,-1,-1,NW,48,17.7,77,-1,WNW,9,1014.2,27.7,28,-1,WNW,33,1011.5,2024-03-03,Canberra
8.9,24.7,0,-1,-1,E,43,12.9,55,-1,SSE,22,1022.4,24.0,35,-1,E,11,1019.9,2024-03-04,Canberra
6.1,27.8,0,-1,-1,-1,-1,14.3,75,-1,SSE,11,1023.4,25.4,41,-1,NNE,13,1019.2,2024-03-05,Canberra
10.0,30.4,-1,-1,-1,NW,31,16.5,76,3,ENE,2,1020.5,29.4,32,1,WNW,19,1017.3,2024-03-06,Canberra
9.9,29.2,0,-1,-1,ENE,48,20.0,56,-1,ESE,11,1022.4,28.3,37,-1,ENE,22,1021.2,2024-03-07,Canberra
17.1,29.8,0,-1,-1,NNE,31,19.8,70,8,SSW,9,1025.7,27.8,43,-1,NNW,13,1022.6,2024-03-08,Canberra
15.7,31.2,0,-1,-1,NE,31,21.3,68,8,E,6,1026.1,29.5,28,4,NNE,17,1023.5,2024-03-09,Canberra
10.0,31.3,0,-1,-1,NNE,30,17.7,76,-1,ENE,2,1028.2,29.9,22,-1,NW,11,1025.0,2024-03-10,Canberra
9.5,30.5,0,-1,-1,NNE,28,16.6,100,7,S,4,1027.5,28.5,32,-1,WNW,7,1022.3,2024-03-11,Canberra
8.0,34.5,0,-1,-1,NE,48,15.1,77,-1,Calm,-1,1020.2,32.3,24,-1,WNW,9,1016.0,2024-03-12,Canberra
13.4,30.1,0,-1,-1,NNE,22,19.2,62,7,E,2,1018.1,29.6,34,6,ENE,11,1014.1,2024-03-13,Canberra
16.3,28.1,0,-1,-1,WNW,41,20.3,87,7,Calm,-1,1011.9,27.6,38,8,W,17,1010.2,2024-03-14,Canberra
12.8,21.0,14.6,-1,-1,ESE,43,15.9,80,8,SE,9,1020.4,19.5,62,8,SE,26,1020.2,2024-03-15,Canberra
7.8,22.9,0.2,-1,-1,ENE,31,13.1,92,8,ESE,6,1023.3,22.4,45,6,NE,13,1018.9,2024-03-16,Canberra
12.7,20.5,0.4,-1,-1,E,43,16.2,96,8,ESE,9,1016.9,20.0,65,8,E,17,1014.2,2024-03-17,Canberra
14.4,24.3,0,-1,-1,E,33,17.7,76,-1,S,9,1016.2,21.4,71,8,W,11,1014.2,2024-03-18,Canberra
14.3,29.5,0.4,-1,-1,NW,35,18.8,80,-1,ENE,2,1017.1,27.7,40,1,N,20,1013.3,2024-03-19,Canberra
18.7,23.6,12.8,-1,-1,S,41,20.3,69,1,WNW,24,1015.5,22.1,38,7,NW,26,1016.6,2024-03-20,Canberra
2.3,20.8,0.2,-1,-1,NE,35,9.7,69,-1,SE,9,1028.9,19.2,38,-1,SE,11,1025.4,2024-03-21,Canberra
5.8,23.9,0,-1,-1,NNW,35,10.7,83,-1,SSE,9,1025.9,22.5,39,-1,NW,11,1021.3,2024-03-22,Canberra
7.1,22.8,0,-1,-1,NNE,30,13.1,83,6,SE,9,1023.6,21.9,52,1,NE,17,1020.7,2024-03-23,Canberra
10.9,25.5,0,-1,-1,NW,35,14.7,99,8,Calm,-1,1020.5,24.6,28,-1,NW,22,1017.5,2024-03-24,Canberra
3.5,27.8,0,-1,-1,WNW,33,10.0,89,-1,SSE,7,1019.9,26.7,23,-1,NNW,11,1016.3,2024-03-25,Canberra
4.3,28.5,0,-1,-1,W,24,11.6,79,-1,SE,6,1020.6,26.6,25,-1,NE,9,1017.7,2024-03-26,Canberra
8.5,25.9,0,-1,-1,NNE,26,13.7,87,-1,Calm,-1,1024.3,24.5,36,1,NNE,11,1021.3,2024-03-27,Canberra
12.0,26.4,0,-1,-1,E,43,16.8,80,5,S,6,1025.2,25.3,40,3,NW,13,1022.7,2024-03-28,Canberra
11.4,27.7,0,-1,-1,E,28,16.5,80,-1,N,4,1027.9,26.2,40,-1,E,9,1023.9,2024-03-29,Canberra
9.1,30.0,0,-1,-1,E,31,13.9,90,-1,E,4,1026.9,29.3,27,-1,W,13,1022.9,2024-03-30,Canberra
8.1,28.8,0,-1,-1,NNW,41,13.4,81,-1,Calm,-1,1024.4,27.3,31,-1,NNW,9,1019.0,2024-03-31,Canberra
17.9,33.6,0,-1,-1,NW,43,24.4,65,-1,NW,7,1014.9,31.5,34,-1,NW,17,1012.2,2024-03-01,Tuggeranong
16.5,29.8,0,-1,-1,ENE,43,19.0,77,-1,Calm,-1,1012.5,28.3,21,-1,NNW,13,1011.4,2024-03-02,Tuggeranong
13.1,29.5,0,-1,-1,W,39,17.0,74,-1,NNW,7,1013.7,27.8,19,-1,W,24,1011.3,2024-03-03,Tuggeranong
8.9,25.8,0,-1,-1,SSE,35,12.6,55,-1,SSE,17,1022.0,25.0,24,-1,NW,7,1019.3,2024-03-04,Tuggeranong
7.7,27.9,0,-1,-1,N,28,15.0,70,-1,SSE,6,1023.2,26.0,39,-1,NNW,13,1018.7,2024-03-05,Tuggeranong
10.2,29.7,0,-1,-1,NNW,28,16.8,71,-1,W,2,1020.1,29.1,31,-1,WNW,11,1017.0,2024-03-06,Tuggeranong
10.7,30.0,0.2,-1,-1,ESE,35,20.5,60,-1,N,4,1021.9,29.2,36,-1,ENE,11,1020.5,2024-03-07,Tuggeranong
