date,min_temp,max_temp,rainfall,wind_gust_dir,wind_gust_speed,cloudiness,humidity,pressure,city_id
2021-03-13,14.33,28.77,7.03,NW,6.17,40.0,64.0,1015.0,1
2021-03-14,9.6,20.41,0.11,S,5.14,90.0,93.0,1018.0,1
2021-03-15,4.84,21.83,0.0,ESE,3.6,74.0,47.0,1024.0,1
2017-06-26,-1.13,12.61,0.0,WNW,5.1,20.0,53.0,1022.0,1
2017-06-27,-2.19,10.08,0.0,N,3.6,75.0,61.0,1026.0,1
2017-06-28,-0.53,10.93,0.0,NNW,5.7,75.0,76.0,1022.0,1
2017-06-29,-2.62,9.08,0.0,WNW,4.6,20.0,75.0,1021.0,1
2017-06-30,-2.49,10.1,0.0,S,4.6,0.0,36.0,1026.0,1
2017-07-01,-6.48,11.11,0.0,S,3.6,0.0,49.0,1030.0,1
2017-07-02,-6.06,13.29,0.0,NW,3.6,0.0,49.0,1025.0,1
2017-07-03,-5.56,8.87,4.8,N,4.63,75.0,53.0,1018.0,1
2017-07-04,6.82,11.92,0.0,NNW,11.83,40.0,54.0,1011.0,1
2017-07-05,5.29,11.52,3.57,NNW,8.75,75.0,76.0,1012.0,1
2017-07-06,-0.76,11.77,0.0,WNW,7.2,20.0,58.0,1015.0,1
2017-07-07,-2.06,10.65,1.5,NW,8.75,20.0,71.0,1011.0,1
2017-07-08,-3.54,9.59,0.6,NW,7.2,40.0,71.0,1015.0,1
2017-07-09,2.91,9.6,1.8,NW,7.72,75.0,62.0,1019.0,1
2017-07-10,-2.61,11.14,0.0,NW,6.69,20.0,62.0,1026.0,1
2017-07-11,-4.97,12.22,0.3,W,3.6,20.0,53.0,1031.0,1
2017-07-12,-2.83,10.63,0.0,SE,3.6,0.0,53.0,1034.0,1
2017-07-13,-4.92,11.71,0.0,NNW,6.17,75.0,66.0,1026.0,1
2017-07-14,-0.07,12.63,2.1,NW,9.26,75.0,58.0,1016.0,1
2017-07-15,-0.67,9.82,0.3,WNW,6.17,75.0,66.0,1019.0,1
2017-07-16,-5.32,9.67,0.0,NNW,4.12,0.0,42.0,1022.0,1
2017-07-17,-3.37,12.42,0.3,NNW,7.72,40.0,62.0,1018.0,1
2017-07-18,1.35,12.19,2.73,WNW,10.8,40.0,67.0,1011.0,1
2017-07-19,3.9,11.76,0.8,NW,8.75,40.0,66.0,1007.0,1
2017-07-20,-0.23,9.74,0.0,WNW,8.75,20.0,53.0,1013.0,1
2017-07-21,-2.07,11.59,0.0,SSW,4.63,40.0,57.0,1022.0,1
2017-07-22,-6.33,11.78,0.0,NNW,7.2,0.0,65.0,1022.0,1
2017-07-23,-0.17,15.2,0.0,NW,9.77,0.0,40.0,1014.0,1
2017-07-24,3.28,13.59,0.0,NW,8.23,40.0,51.0,1019.0,1
2017-07-25,2.78,13.88,0.0,NW,8.75,40.0,58.0,1021.0,1
2017-07-26,2.91,12.61,1.34,W,9.26,40.0,47.0,1016.0,1
2017-07-27,-2.78,11.35,0.0,NNW,5.14,40.0,81.0,1025.0,1
2017-07-28,0.11,13.35,1.63,NNW,8.75,20.0,50.0,1017.0,1
2017-07-29,-3.52,13.58,0.0,N,6.17,0.0,66.0,1019.0,1
2017-07-30,5.03,15.57,1.5,NNW,8.75,75.0,36.0,1013.0,1
2017-07-31,2.46,9.4,13.71,NNW,4.63,90.0,100.0,1017.0,1
2017-08-01,-0.55,12.33,0.0,WNW,3.6,20.0,81.0,1024.0,1
2017-08-02,-1.91,12.34,0.0,E,5.14,20.0,50.0,1024.0,1
2017-08-03,0.46,11.18,18.62,ENE,7.72,90.0,67.0,1016.0,1
2017-08-04,5.66,8.81,3.0,NW,10.29,75.0,81.0,1008.0,1
2017-08-05,5.08,9.57,2.1,NW,11.32,75.0,62.0,1011.0,1
2017-08-06,4.96,12.33,3.88,NW,11.32,20.0,51.0,1010.0,1
2017-08-07,3.78,7.9,10.47,NW,12.35,75.0,71.0,1008.0,1
2017-08-08,1.27,12.37,0.0,W,8.75,0.0,62.0,1018.0,1
2017-08-09,3.15,15.16,0.0,NNW,7.2,20.0,55.0,1022.0,1
2017-08-10,1.87,15.58,0.0,NNW,9.77,0.0,44.0,1016.0,1
2017-08-11,6.63,14.5,0.0,WNW,10.8,0.0,41.0,1014.0,1
2017-08-12,6.27,13.96,0.0,W,10.29,40.0,44.0,1018.0,1
2017-08-13,2.07,15.29,0.0,NW,8.23,40.0,51.0,1022.0,1
2017-08-14,0.79,17.54,0.0,W,7.72,0.0,42.0,1017.0,1
2017-08-15,1.85,15.46,2.45,NW,11.83,75.0,63.0,1010.0,1
2017-08-16,8.03,12.4,5.14,WNW,10.8,75.0,67.0,1002.0,1
2017-08-17,6.06,13.65,3.27,WNW,12.86,75.0,47.0,1006.0,1
2017-08-18,3.95,8.79,4.02,WNW,11.83,20.0,61.0,1008.0,1
2017-08-19,-1.1,9.81,0.0,S,8.75,20.0,43.0,1019.0,1
2017-08-20,-2.2,12.33,0.0,S,4.12,0.0,43.0,1023.0,1
2017-08-21,1.92,10.59,0.0,NW,6.69,75.0,53.0,1017.0,1
2017-08-22,-2.09,15.33,0.0,NNW,5.14,20.0,41.0,1019.0,1
2017-08-23,-2.45,15.18,0.0,WNW,5.66,20.0,44.0,1018.0,1
2017-08-24,-1.49,12.33,0.63,SSW,4.63,75.0,50.0,1018.0,1
2017-08-25,-2.97,13.5,0.0,NW,4.63,20.0,40.0,1025.0,1
2017-08-26,-2.71,14.94,0.0,NNW,6.69,0.0,62.0,1023.0,1
2017-08-27,-1.63,9.17,2.22,S,9.26,75.0,87.0,1016.0,1
2017-08-28,-0.01,11.12,0.0,S,8.23,20.0,43.0,1020.0,1
2017-08-29,-1.22,11.59,0.0,NW,6.69,40.0,40.0,1021.0,1
2017-08-30,-3.96,13.79,0.0,S,6.69,20.0,40.0,1022.0,1
2017-08-31,-0.89,12.48,0.0,S,7.2,20.0,43.0,1027.0,1
2017-09-01,-2.77,13.9,0.0,NNW,5.14,0.0,44.0,1024.0,1
2017-09-02,-2.96,16.34,0.0,NW,7.72,0.0,42.0,1020.0,1
2017-09-03,2.17,20.92,2.7,NW,12.86,0.0,26.0,1005.0,1
2017-09-04,4.91,11.45,2.43,NW,11.83,40.0,87.0,1008.0,1
2017-09-05,2.88,8.31,4.35,WNW,10.8,75.0,57.0,1010.0,1
2017-09-06,3.73,9.4,4.77,WNW,9.26,75.0,61.0,1014.0,1
2017-09-07,4.86,12.08,0.9,W,9.77,75.0,47.0,1018.0,1
2017-09-08,4.39,12.88,1.8,WNW,9.77,20.0,44.0,1016.0,1
2017-09-09,0.34,13.04,0.0,NW,7.72,20.0,38.0,1021.0,1
2017-09-10,-2.55,15.94,0.0,NNW,6.17,0.0,38.0,1021.0,1
2017-09-11,-1.79,17.84,0.0,NNW,7.2,75.0,42.0,1017.0,1
2017-09-12,4.61,22.35,0.0,NW,10.8,0.0,37.0,1012.0,1
2017-09-13,10.09,20.06,0.0,WNW,10.29,75.0,43.0,1005.0,1
2017-09-14,4.84,11.01,0.0,WNW,10.29,40.0,37.0,1012.0,1
2017-09-15,6.58,12.4,0.0,WNW,9.77,75.0,62.0,1019.0,1
2017-09-16,1.07,13.78,2.01,WNW,9.8,40.0,54.0,1017.0,1
2017-09-17,-4.27,15.52,0.0,N,5.14,0.0,24.0,1025.0,1
2017-09-18,-4.57,19.15,0.0,NNW,9.77,0.0,22.0,1020.0,1
2017-09-19,1.96,13.72,0.0,WNW,10.29,20.0,41.0,1016.0,1
2017-09-20,-3.48,17.3,0.0,NNW,5.66,0.0,36.0,1019.0,1
2017-09-21,-0.4,20.88,0.0,NNW,8.23,0.0,24.0,1014.0,1
2017-09-22,3.01,24.19,0.0,NNW,7.72,0.0,16.0,1012.0,1
2017-09-23,3.79,28.91,0.0,N,12.35,0.0,14.0,1004.0,1
2017-09-24,12.71,21.56,0.0,NW,10.8,0.0,28.0,1003.0,1
2017-09-25,8.87,16.09,0.0,W,10.29,40.0,34.0,1008.0,1
2017-09-26,4.03,18.6,0.0,N,6.69,0.0,25.0,1015.0,1
2017-09-27,2.58,22.79,1.97,NNW,12.86,0.0,37.0,1010.0,1
2017-09-28,9.53,18.94,3.59,N,9.77,20.0,37.0,1007.0,1
2017-09-29,8.16,18.18,0.0,WNW,9.77,20.0,32.0,1013.0,1
2017-09-30,6.91,16.55,0.0,W,12.35,20.0,31.0,1014.0,1
2017-10-01,0.92,19.04,0.0,N,8.23,0.0,42.0,1020.0,1
2017-10-02,3.18,20.9,0.0,E,5.66,0.0,45.0,1024.0,1
2017-10-03,5.44,23.93,0.0,NNW,6.69,0.0,38.0,1021.0,1
2017-10-04,3.6,23.36,0.0,NNW,6.69,0.0,27.0,1021.0,1
2017-10-05,9.28,24.23,1.8,WNW,8.75,75.0,53.0,1015.0,1
2017-10-06,9.4,19.67,0.0,S,8.23,20.0,37.0,1015.0,1
2017-10-07,2.33,19.1,0.0,E,7.2,20.0,45.0,1022.0,1
2017-10-08,6.49,18.8,1.9,NW,6.17,0.0,49.0,1016.0,1
2017-10-09,12.65,22.47,8.31,WNW,9.77,75.0,64.0,1010.0,1
2017-10-10,5.77,21.85,0.0,N,5.14,0.0,45.0,1017.0,1
2017-10-11,11.91,24.34,0.0,NNW,7.2,20.0,49.0,1014.0,1
2017-10-12,9.96,19.76,4.64,NW,10.29,20.0,48.0,1012.0,1
2017-10-13,3.28,20.25,0.0,NNW,8.23,0.0,42.0,1017.0,1
2017-10-14,10.46,16.07,0.0,ENE,5.14,75.0,59.0,1024.0,1
2017-10-15,6.63,23.06,0.0,E,5.14,0.0,56.0,1025.0,1
2017-10-16,7.66,23.67,0.0,E,5.66,20.0,43.0,1027.0,1
2017-10-17,5.13,26.0,0.0,ENE,6.17,0.0,41.0,1026.0,1
2017-10-18,6.33,25.73,0.0,NNE,6.17,0.0,41.0,1025.0,1
2017-10-19,9.93,24.41,2.46,NW,10.29,40.0,50.0,1022.0,1
2017-10-20,11.05,17.43,9.39,E,6.69,75.0,73.0,1020.0,1
2017-10-21,4.03,18.88,0.0,ENE,6.17,0.0,48.0,1021.0,1
2017-10-22,9.39,17.12,4.29,W,6.69,75.0,45.0,1014.0,1
2017-10-23,3.81,21.23,0.0,N,4.63,20.0,34.0,1018.0,1
2017-10-24,4.29,22.11,0.5,NW,8.23,75.0,35.0,1017.0,1
2017-10-25,12.56,23.04,6.77,WNW,8.23,40.0,36.0,1012.0,1
2017-10-26,11.75,20.17,5.07,E,9.77,75.0,56.0,1006.0,1
2017-10-27,10.88,20.91,0.0,S,5.14,75.0,68.0,1012.0,1
2017-10-28,11.45,23.84,2.14,NNW,7.72,40.0,60.0,1010.0,1
2017-10-29,12.16,23.94,0.55,NNW,9.26,75.0,60.0,1008.0,1
2017-10-30,8.84,20.21,1.7,N,10.8,40.0,49.0,1003.0,1
2017-10-31,4.67,16.29,4.66,S,6.69,20.0,38.0,1016.0,1
2017-11-01,5.5,20.26,0.0,S,7.72,20.0,39.0,1013.0,1
2017-11-02,5.79,20.4,0.0,NW,6.69,20.0,42.0,1013.0,1
2017-11-03,6.4,17.82,2.7,WNW,10.29,50.0,49.0,1011.0,1
2017-11-04,9.27,18.2,0.52,E,9.26,40.0,37.0,1017.0,1
2017-11-05,8.54,17.68,0.0,ENE,8.75,40.0,45.0,1021.0,1
2017-11-06,9.54,12.99,35.09,S,10.29,75.0,88.0,1008.0,1
2017-11-07,4.07,18.47,0.9,S,7.72,20.0,42.0,1016.0,1
2017-11-08,6.45,19.29,0.0,ENE,5.66,0.0,34.0,1025.0,1
2017-11-09,4.09,23.29,0.0,E,7.2,0.0,38.0,1025.0,1
2017-11-10,5.36,23.91,0.6,E,8.23,0.0,31.0,1026.0,1
2017-11-11,11.61,22.09,3.5,SSW,5.66,0.0,49.0,1025.0,1
2017-11-12,12.4,21.76,0.0,ENE,5.66,75.0,52.0,1024.0,1
2017-11-13,11.36,20.46,3.3,E,6.69,40.0,52.0,1023.0,1
2017-11-14,8.47,24.23,0.0,E,8.23,20.0,46.0,1021.0,1
2017-11-15,8.44,26.34,0.0,NE,5.66,0.0,39.0,1017.0,1
2017-11-16,11.34,19.33,3.18,E,4.63,75.0,73.0,1016.0,1
2017-11-17,14.02,21.85,3.54,E,7.72,75.0,57.0,1017.0,1
2017-11-18,13.78,18.01,6.4,ENE,8.23,90.0,73.0,1020.0,1
2017-11-19,12.72,21.7,0.0,E,8.23,40.0,38.0,1023.0,1
2017-11-20,9.21,24.0,0.0,ENE,6.69,20.0,49.0,1025.0,1
2017-11-21,10.02,24.29,0.0,E,7.2,0.0,33.0,1024.0,1
2017-11-22,9.16,24.96,0.0,E,7.72,20.0,41.0,1019.0,1
2017-11-23,12.02,25.03,1.98,SW,7.2,20.0,44.0,1016.0,1
2017-11-24,9.3,27.33,2.49,SE,8.23,20.0,32.0,1016.0,1
2017-11-25,11.64,28.5,1.94,SSW,9.77,20.0,25.0,1017.0,1
2017-11-26,12.6,25.39,5.46,NE,5.14,75.0,44.0,1015.0,1
2017-11-27,15.05,24.26,10.8,E,8.75,75.0,94.0,1018.0,1
2017-11-28,12.5,26.75,0.0,ESE,7.72,40.0,60.0,1019.0,1
2017-11-29,15.65,27.11,0.0,ENE,7.2,40.0,47.0,1020.0,1
2017-11-30,13.22,28.77,0.0,NE,6.17,20.0,47.0,1016.0,1
2017-12-01,14.82,28.1,10.11,NW,8.75,75.0,43.0,1012.0,1
2017-12-02,14.11,18.73,44.42,N,12.86,90.0,94.0,1003.0,1
2017-12-03,11.88,18.23,0.3,NW,9.26,75.0,72.0,1008.0,1
2017-12-04,10.52,12.57,7.34,SSE,4.63,90.0,82.0,1013.0,1
2017-12-05,11.48,17.68,4.63,SE,7.72,75.0,64.0,1009.0,1
2017-12-06,11.86,18.64,1.63,WNW,8.23,75.0,72.0,1002.0,1
2017-12-07,9.31,25.19,0.0,W,8.75,0.0,31.0,1006.0,1
2017-12-08,12.24,21.17,2.36,W,8.23,40.0,46.0,1011.0,1
2017-12-09,9.0,23.79,0.0,NNW,5.66,40.0,43.0,1019.0,1
2017-12-10,11.38,27.12,0.0,NW,5.66,20.0,44.0,1021.0,1
2017-12-11,12.55,27.9,0.0,ENE,7.72,40.0,48.0,1019.0,1
2017-12-12,16.47,29.5,0.0,WNW,7.2,20.0,45.0,1017.0,1
2017-12-13,13.42,31.41,0.0,NW,6.69,0.0,33.0,1012.0,1
2017-12-14,14.29,31.47,2.7,NW,10.29,51.0,31.0,1008.0,1
2017-12-15,17.49,28.04,2.26,NW,8.23,75.0,57.0,1013.0,1
2017-12-16,15.07,31.8,1.5,NW,6.17,40.0,40.0,1014.0,1
2017-12-17,16.76,28.94,2.1,E,8.75,40.0,54.0,1017.0,1
2017-12-18,16.92,31.09,0.0,WNW,7.72,75.0,52.0,1012.0,1
2017-12-19,17.43,32.64,0.0,N,8.75,0.0,34.0,1006.0,1
2017-12-20,15.13,26.11,6.25,NW,11.32,90.0,57.0,1009.0,1
2017-12-21,10.68,24.04,0.0,NE,8.23,40.0,50.0,1019.0,1
2017-12-22,14.14,27.71,0.0,NW,6.69,40.0,50.0,1015.0,1
2017-12-23,12.79,29.93,0.0,W,6.17,0.0,29.0,1011.0,1
2017-12-24,13.52,32.24,0.23,NW,9.26,0.0,25.0,1007.0,1
2017-12-25,12.63,20.27,0.0,E,7.2,75.0,46.0,1017.0,1
2017-12-26,11.66,20.77,0.0,E,7.72,75.0,46.0,1019.0,1
2017-12-27,15.27,27.8,0.0,NE,6.17,75.0,53.0,1017.0,1
2017-12-28,13.01,30.33,0.0,NNW,5.66,75.0,48.0,1015.0,1
2017-12-29,17.82,30.5,12.37,NW,7.72,0.0,35.0,1011.0,1
2017-12-30,17.66,27.55,15.54,WNW,8.75,40.0,42.0,1005.0,1
2017-12-31,15.77,26.45,0.0,NNW,6.69,75.0,47.0,1010.0,1
2018-01-01,13.25,29.0,0.0,E,9.77,1.0,30.0,1008.0,1
2018-01-02,12.74,29.0,0.0,WNW,7.72,40.0,42.0,1007.0,1
2018-01-03,14.0,25.0,0.0,E,9.26,40.0,50.0,1012.0,1
2018-01-04,11.0,29.0,0.0,NNE,5.14,20.0,50.0,1017.0,1
2018-01-05,12.0,33.0,0.0,WNW,7.2,20.0,32.0,1017.0,1
2018-01-06,14.0,36.25,0.0,NW,10.3,0.0,26.0,1017.0,1
2018-01-07,16.0,39.0,1.2,W,9.77,2.0,22.0,1015.0,1
2018-01-08,21.0,32.0,2.87,NNW,9.77,89.0,38.0,1016.0,1
2018-01-09,17.0,31.0,1.2,WNW,7.72,75.0,35.0,1014.0,1
2018-01-10,15.22,24.46,0.0,NE,6.17,75.0,60.0,1019.0,1
2018-01-11,14.78,30.0,1.09,WNW,5.14,75.0,50.0,1018.0,1
2018-01-12,17.97,34.0,0.3,WNW,11.83,40.0,46.0,1012.0,1
2018-01-13,14.0,24.0,3.3,NNW,9.77,40.0,53.0,1004.0,1
2018-01-14,9.94,20.0,0.6,S,9.26,40.0,45.0,1013.0,1
2018-01-15,9.0,25.0,0.0,S,11.32,75.0,52.0,1018.0,1
2018-01-16,11.0,25.0,0.0,S,7.72,20.0,40.0,1021.0,1
2018-01-17,9.0,29.0,0.0,ENE,7.2,26.0,19.0,1020.0,1
2018-01-18,9.0,34.0,0.0,E,7.2,20.0,25.0,1020.0,1
2018-01-19,11.0,38.0,0.0,ENE,7.72,0.0,16.0,1018.0,1
2018-01-20,14.0,38.0,0.0,E,8.23,28.0,12.0,1016.0,1
2018-01-21,13.0,38.0,0.0,WNW,6.69,38.0,11.0,1013.0,1
2018-01-22,15.0,33.0,0.3,NW,5.66,100.0,24.0,1013.0,1
2018-01-23,21.0,36.0,1.21,N,7.72,41.0,28.0,1013.0,1
2018-01-24,18.0,25.0,3.82,ESE,5.66,93.0,73.0,1015.0,1
2018-01-25,18.0,31.0,3.05,WSW,9.77,20.0,40.0,1013.0,1
2018-01-26,17.0,32.0,2.7,E,9.26,20.0,40.0,1013.0,1
2018-01-27,18.05,29.0,0.0,E,7.72,90.0,58.0,1015.0,1
2018-01-28,20.91,31.0,2.7,NE,8.75,75.0,54.0,1015.0,1
2018-01-29,15.0,33.0,0.0,NNW,6.17,20.0,42.0,1014.0,1
2018-01-30,14.0,32.0,6.0,W,6.69,40.0,40.0,1007.0,1
2018-01-31,12.84,24.0,0.3,S,7.72,75.0,52.0,1010.0,1
2018-02-01,8.0,21.0,0.0,E,7.72,40.0,34.0,1016.0,1
2018-02-02,8.0,24.0,0.0,E,8.75,40.0,43.0,1018.0,1
2018-02-03,11.0,23.0,0.0,E,7.2,75.0,46.0,1022.0,1
2018-02-04,13.0,26.0,0.0,NNE,7.2,20.0,36.0,1024.0,1
2018-02-05,10.0,30.0,0.0,E,7.2,40.0,41.0,1021.0,1
2018-02-06,13.0,27.0,0.9,E,6.69,32.0,31.0,1021.0,1
2018-02-07,13.0,32.0,0.0,N,5.66,53.0,44.0,1022.0,1
2018-02-08,14.88,34.0,0.0,NNW,7.72,74.0,31.0,1019.0,1
2018-02-09,19.0,35.0,2.4,ESE,7.72,100.0,26.0,1014.0,1
2018-02-10,12.0,34.0,0.9,WSW,7.72,20.0,33.0,1011.0,1
2018-02-11,15.0,32.0,0.42,NW,7.72,6.0,18.0,1005.0,1
2018-02-12,14.58,29.0,0.0,NW,7.72,0.0,34.0,1009.0,1
2018-02-13,16.36,30.0,0.0,ENE,8.23,75.0,54.0,1013.0,1
2018-02-14,13.0,31.5,0.0,W,13.38,0.0,19.0,1008.0,1
2018-02-15,10.0,29.0,0.0,NW,9.26,12.0,20.0,1014.0,1
2018-02-16,15.87,29.0,0.0,WNW,9.26,0.0,24.0,1012.0,1
2018-02-17,13.0,30.56,0.0,NNW,5.66,0.0,39.0,1015.0,1
2018-02-18,12.19,33.0,0.0,E,8.75,50.0,21.0,1013.0,1
2018-02-19,17.44,24.0,1.2,ESE,8.23,75.0,54.0,1015.0,1
2018-02-20,12.0,21.0,0.0,ESE,8.23,75.0,45.0,1021.0,1
2018-02-21,9.0,25.0,0.0,E,5.14,97.0,42.0,1019.0,1
2018-02-22,13.95,27.0,0.0,E,6.17,92.0,34.0,1018.0,1
2018-02-23,14.22,31.0,0.0,NNW,5.66,23.0,47.0,1016.0,1
2018-02-24,16.93,33.0,0.3,W,12.4,21.0,38.0,1009.0,1
2018-02-25,14.0,22.0,12.3,SE,6.17,90.0,100.0,1010.0,1
2018-02-26,11.71,21.0,4.2,E,9.26,40.0,64.0,1016.0,1
2018-02-27,11.0,25.0,0.0,ENE,4.12,20.0,49.0,1019.0,1
2018-02-28,11.0,30.0,0.0,NW,9.3,32.0,41.0,1012.0,1
2018-03-01,12.32,26.0,0.0,E,6.69,0.0,38.0,1013.0,1
2018-03-02,14.43,24.0,0.0,ENE,5.14,40.0,56.0,1015.0,1
2018-03-03,15.31,31.0,0.0,WSW,7.72,20.0,47.0,1011.0,1
2018-03-04,14.0,29.0,0.0,E,9.26,20.0,50.0,1014.0,1
2018-03-05,15.0,23.0,0.0,ENE,9.26,75.0,69.0,1016.0,1
2018-03-06,10.91,20.0,0.0,ESE,8.75,40.0,49.0,1025.0,1
2018-03-07,9.0,23.0,1.8,E,8.23,40.0,52.0,1028.0,1
2018-03-08,7.32,24.0,0.0,ENE,6.69,20.0,49.0,1027.0,1
2018-03-09,10.0,26.0,0.0,NE,5.66,0.0,46.0,1028.0,1
2018-03-10,10.68,27.0,0.0,ENE,4.12,20.0,50.0,1028.0,1
2018-03-11,9.37,31.0,0.0,ENE,5.66,0.0,42.0,1024.0,1
2018-03-12,11.93,30.0,0.0,E,9.26,20.0,44.0,1019.0,1
2018-03-13,14.34,21.0,0.0,E,5.66,75.0,82.0,1022.0,1
2018-03-14,14.76,26.31,0.0,NNW,5.14,40.0,64.0,1020.0,1
2018-03-15,11.96,29.0,0.0,W,8.23,0.0,28.0,1013.0,1
2018-03-16,14.75,26.0,0.14,ENE,5.14,75.0,56.0,1019.0,1
2018-03-17,14.38,30.0,0.3,W,7.2,0.0,45.0,1017.0,1
2018-03-18,11.79,32.54,0.0,WNW,13.4,40.0,27.0,1011.0,1
2018-03-19,6.61,26.63,0.0,NNW,9.77,0.0,20.0,1017.0,1
2018-03-20,7.0,24.0,0.0,ENE,9.26,2.0,41.0,1023.0,1
2018-03-21,11.83,18.0,0.0,ESE,9.26,75.0,56.0,1031.0,1
2018-03-22,11.0,19.0,1.5,E,8.23,75.0,68.0,1029.0,1
2018-03-23,11.45,22.0,0.0,E,4.63,75.0,68.0,1026.0,1
2018-03-24,11.0,26.0,0.0,NNW,6.69,75.0,53.0,1018.0,1
2018-03-25,12.0,23.95,3.0,NNW,8.8,75.0,60.0,1007.0,1
2018-03-26,8.0,17.2,0.0,WNW,8.75,20.0,33.0,1009.0,1
2018-03-27,1.25,22.0,0.0,ENE,4.63,99.0,45.0,1019.0,1
2018-03-28,10.55,28.27,0.0,N,7.72,6.0,46.0,1018.0,1
2018-03-29,7.49,31.0,0.0,WNW,6.17,0.0,26.0,1018.0,1
2018-03-30,8.02,30.0,0.0,WNW,7.2,0.0,28.0,1015.0,1
2018-03-31,9.0,27.0,0.17,NE,5.14,40.0,53.0,1020.0,1
2018-04-01,10.0,28.0,0.0,NW,8.23,79.0,25.0,1016.0,1
2018-04-02,12.0,29.0,0.0,E,7.72,0.0,22.0,1016.0,1
2018-04-03,13.0,24.0,0.0,E,6.69,75.0,53.0,1022.0,1
2018-04-04,14.29,26.0,0.0,ENE,6.69,20.0,44.0,1021.0,1
2018-04-05,11.0,28.0,0.0,WNW,5.66,20.0,42.0,1017.0,1
2018-04-06,10.0,29.0,0.0,W,8.23,0.0,26.0,1018.0,1
2018-04-07,10.0,28.0,0.0,NW,8.8,0.0,27.0,1020.0,1
2018-04-08,6.0,29.03,0.0,NNW,7.72,0.0,20.0,1020.0,1
2018-04-09,7.0,30.0,0.0,W,8.75,0.0,15.0,1018.0,1
2018-04-10,10.0,26.0,0.0,NNW,3.6,75.0,60.0,1022.0,1
2018-04-11,10.0,31.0,0.0,NW,6.17,6.0,32.0,1021.0,1
2018-04-12,11.0,30.0,0.0,NW,11.32,55.0,31.0,1016.0,1
2018-04-13,15.62,27.0,1.2,NNW,10.8,34.0,30.0,1012.0,1
2018-04-14,10.0,19.0,6.8,NW,12.86,20.0,49.0,1004.0,1
2018-04-15,10.0,15.0,1.2,NNW,9.77,75.0,71.0,1007.0,1
2018-04-16,14.0,18.0,0.0,NW,9.77,75.0,64.0,1013.0,1
2018-04-17,7.14,23.0,0.0,NW,6.69,19.0,43.0,1021.0,1
2018-04-18,8.0,22.0,0.0,SSW,2.57,20.0,55.0,1024.0,1
2018-04-19,5.07,23.21,0.0,NNW,4.12,40.0,53.0,1020.0,1
2018-04-20,7.34,24.0,0.0,E,6.69,0.0,44.0,1021.0,1
2018-04-21,7.0,23.0,0.0,E,6.69,20.0,46.0,1023.0,1
2018-04-22,11.0,19.0,4.5,NNE,3.09,90.0,77.0,1023.0,1
2018-04-23,6.0,24.0,0.0,W,3.09,20.0,56.0,1021.0,1
2018-04-24,4.32,26.0,0.0,NNW,3.6,0.0,49.0,1020.0,1
2018-04-25,6.5,26.0,0.0,E,4.63,20.0,31.0,1016.0,1
2018-04-26,7.87,23.0,0.0,E,8.23,0.0,33.0,1016.0,1
2018-04-27,7.0,19.0,0.0,SSW,5.14,20.0,39.0,1024.0,1
2018-04-28,5.0,19.0,0.0,E,7.2,40.0,45.0,1026.0,1
2018-04-29,4.0,17.0,2.7,SSW,6.17,40.0,51.0,1026.0,1
2018-04-30,3.46,19.0,0.0,SE,4.63,0.0,42.0,1027.0,1
2018-05-01,1.0,22.56,0.3,NNW,3.09,0.0,30.0,1027.0,1
2018-05-02,5.46,19.55,0.0,NNW,7.2,100.0,48.0,1021.0,1
2018-05-03,4.16,23.0,0.0,N,8.8,18.0,46.0,1018.0,1
2018-05-04,9.0,17.0,4.77,NW,11.32,75.0,51.0,1014.0,1
2018-05-05,3.83,19.0,0.0,WNW,5.14,0.0,45.0,1027.0,1
2018-05-06,0.0,19.0,0.0,W,3.6,0.0,39.0,1031.0,1
2018-05-07,0.57,19.41,0.0,NNW,9.26,0.0,48.0,1023.0,1
2018-05-08,6.0,22.0,0.0,NW,6.69,83.0,45.0,1022.0,1
2018-05-09,3.0,20.0,0.0,NW,8.23,0.0,43.0,1019.0,1
2018-05-10,3.0,15.0,8.16,W,9.26,75.0,71.0,1009.0,1
2018-05-11,2.73,8.84,3.3,WNW,8.75,40.0,61.0,1008.0,1
2018-05-12,6.0,13.0,5.7,S,10.8,75.0,67.0,1014.0,1
2018-05-13,6.0,17.0,0.0,S,12.35,40.0,51.0,1023.0,1
2018-05-14,2.0,18.0,0.0,S,5.14,10.0,47.0,1026.0,1
2018-05-15,-2.0,14.87,0.0,NNW,3.6,96.0,58.0,1022.0,1
2018-05-16,0.0,15.0,0.0,SE,3.6,20.0,41.0,1027.0,1
2018-05-17,-1.79,15.51,0.0,N,6.69,15.0,51.0,1024.0,1
2018-05-18,-2.0,17.13,0.0,W,5.66,20.0,51.0,1022.0,1
2018-05-19,1.44,14.88,0.0,N,8.23,20.0,66.0,1023.0,1
2018-05-20,-1.0,16.0,0.0,WNW,7.72,7.0,51.0,1019.0,1
2018-05-21,9.0,16.21,0.0,WNW,8.23,20.0,45.0,1019.0,1
2018-05-22,6.17,20.0,0.0,WSW,7.72,40.0,51.0,1020.0,1
2018-05-23,3.0,16.08,0.0,N,4.12,75.0,82.0,1026.0,1
2018-05-24,3.0,16.0,0.0,SSW,3.1,75.0,67.0,1024.0,1
2018-05-25,3.0,16.0,0.0,SSE,3.6,20.0,51.0,1028.0,1
2018-05-26,1.0,17.02,0.0,SE,2.57,0.0,71.0,1029.0,1
