date,temp,rainfall,sunrise,sunset,wind_gust_dir,wind_gust_speed,cloudiness,humidity,pressure,city_id
2024-06-01 04:03:59,2.96,0.0,07:03:42,16:59:29,S,1.37,100,94,1023,1
2024-06-01 04:03:59,2.74,0.0,07:04:03,16:59:12,SSW,1.54,100,95,1019,2
2024-06-01 04:03:59,2.96,0.0,07:03:42,16:59:29,S,1.37,100,94,1023,1
2024-06-01 04:03:59,2.74,0.0,07:04:03,16:59:12,SSW,1.54,100,95,1019,2
